application_id,student_id,company_id,application_date,status,round_cleared,interview_score,package_offered_lpa,offer_date,joining_date
APP000959,STU00343,CMP0100,2024-11-23,Interviewed,0,49.8,,,
APP000960,STU00343,CMP0140,2025-03-29,Selected,1,44.8,33.9,2025-05-06,
APP000961,STU00344,CMP0138,2024-11-07,Interview Scheduled,3,,,,
APP000962,STU00344,CMP0023,2024-10-11,Selected,4,89.8,6.9,2024-11-30,
APP000963,STU00344,CMP0092,2025-02-15,Selected,1,76.2,36.2,2025-04-04,
APP000964,STU00344,CMP0001,2024-10-22,Interview Scheduled,4,,,,
APP000965,STU00345,CMP0133,2024-11-08,Offer Declined,0,70.1,,,
APP000966,STU00345,CMP0145,2025-04-22,Rejected,0,,,,
APP000967,STU00346,CMP0128,2024-12-13,Interviewed,4,84.5,,,
APP000968,STU00346,CMP0026,2024-08-28,Interview Scheduled,3,,,,
APP000969,STU00346,CMP0031,2024-12-30,Interviewed,0,63.7,,,
APP000970,STU00346,CMP0084,2024-10-04,Interviewed,1,75.6,,,
APP000971,STU00346,CMP0131,2024-09-22,Selected,1,82.4,25.3,2024-11-28,
APP000972,STU00347,CMP0100,2025-04-11,Interviewed,1,87.2,,,
APP000973,STU00347,CMP0136,2025-04-10,Shortlisted,1,,,,
APP000974,STU00347,CMP0137,2024-11-17,Interview Scheduled,3,,,,
APP000975,STU00348,CMP0087,2025-03-01,Rejected,0,,,,
APP000976,STU00348,CMP0033,2025-03-28,Shortlisted,0,,,,
APP000977,STU00348,CMP0052,2025-04-19,Applied,0,,,,
APP000978,STU00348,CMP0094,2025-03-15,Selected,1,52.2,15.7,2025-05-10,
APP000979,STU00349,CMP0050,2025-05-22,Interviewed,2,90.6,,,
APP000980,STU00349,CMP0003,2024-11-16,Interviewed,0,98.5,,,
APP000981,STU00349,CMP0137,2025-03-22,Offer Declined,3,86.2,,,
APP000982,STU00349,CMP0086,2024-10-01,Rejected,0,,,,
APP000983,STU00349,CMP0037,2024-09-24,Selected,3,79.8,13.8,2024-12-18,
APP000984,STU00349,CMP0075,2025-04-07,Rejected,0,,,,
APP000985,STU00350,CMP0132,2024-11-19,Interview Scheduled,2,,,,
APP000986,STU00350,CMP0068,2024-10-06,Shortlisted,1,,,,
APP000987,STU00350,CMP0060,2024-12-12,Selected,3,78.0,9.2,2025-03-09,
APP000988,STU00350,CMP0146,2025-04-09,Rejected,0,,,,
APP000989,STU00350,CMP0121,2024-11-24,Rejected,0,,,,
APP000990,STU00351,CMP0013,2025-04-08,Interview Scheduled,0,,,,
APP000991,STU00351,CMP0019,2024-09-17,Offer Accepted,0,97.7,21.9,2024-11-27,2025-01-12
APP000992,STU00351,CMP0034,2024-09-11,Shortlisted,1,,,,
APP000993,STU00352,CMP0115,2025-01-21,Rejected,0,,,,
APP000994,STU00352,CMP0120,2025-03-08,Shortlisted,4,,,,
APP000995,STU00352,CMP0065,2025-02-12,Interviewed,1,79.3,,,
APP000996,STU00353,CMP0131,2025-03-12,Shortlisted,3,,,,
APP000997,STU00353,CMP0046,2025-04-19,Shortlisted,4,,,,
APP000998,STU00354,CMP0023,2024-09-22,Interviewed,1,78.0,,,
APP000999,STU00354,CMP0058,2025-04-30,Selected,3,73.3,12.3,2025-07-22,
APP001000,STU00354,CMP0010,2025-05-15,Shortlisted,1,,,,
APP001001,STU00354,CMP0110,2025-03-08,Rejected,0,,,,
APP001002,STU00355,CMP0068,2024-12-04,Shortlisted,4,,,,
APP001003,STU00355,CMP0092,2025-05-09,Interviewed,0,64.9,,,
APP001004,STU00355,CMP0080,2025-05-16,Shortlisted,4,,,,
APP001005,STU00355,CMP0140,2024-09-19,Offer Accepted,0,70.9,31.1,2024-12-14,2025-01-07
APP001006,STU00356,CMP0111,2025-01-26,Interview Scheduled,4,,,,
APP001007,STU00356,CMP0130,2024-12-16,Shortlisted,3,,,,
APP001008,STU00356,CMP0038,2025-01-23,Shortlisted,2,,,,
APP001009,STU00356,CMP0033,2024-10-12,Interviewed,2,48.9,,,
APP001010,STU00357,CMP0129,2024-10-12,Rejected,0,,,,
APP001011,STU00357,CMP0132,2024-08-31,Selected,1,90.1,21.5,2024-10-16,
APP001012,STU00357,CMP0094,2024-12-07,Applied,0,,,,
APP001013,STU00357,CMP0131,2024-08-25,Selected,4,72.1,11.7,2024-10-08,
APP001014,STU00357,CMP0034,2024-10-18,Shortlisted,2,,,,
APP001015,STU00358,CMP0107,2024-11-30,Selected,3,99.5,24.3,2025-01-17,
APP001016,STU00358,CMP0142,2025-01-26,Interviewed,3,40.1,,,
APP001017,STU00358,CMP0001,2025-03-25,Offer Declined,1,68.3,,,
APP001018,STU00358,CMP0099,2024-11-17,Rejected,0,,,,
APP001019,STU00358,CMP0062,2025-05-21,Offer Declined,4,82.7,,,
APP001020,STU00358,CMP0066,2025-01-20,Interviewed,3,52.7,,,
APP001021,STU00359,CMP0069,2024-08-03,Interviewed,0,73.5,,,
APP001022,STU00359,CMP0031,2024-08-09,Rejected,0,,,,
APP001023,STU00359,CMP0065,2024-10-24,Shortlisted,4,,,,
APP001024,STU00359,CMP0036,2024-08-25,Applied,0,,,,
APP001025,STU00359,CMP0137,2024-09-12,Shortlisted,0,,,,
APP001026,STU00360,CMP0107,2024-08-01,Interviewed,1,40.2,,,
APP001027,STU00360,CMP0063,2024-11-09,Shortlisted,1,,,,
APP001028,STU00360,CMP0097,2024-10-23,Rejected,0,,,,
APP001029,STU00361,CMP0091,2025-01-26,Shortlisted,2,,,,
APP001030,STU00362,CMP0007,2024-10-06,Offer Accepted,4,96.4,5.7,2024-11-18,2025-02-15
APP001031,STU00363,CMP0142,2025-01-20,Selected,2,80.5,31.9,2025-04-01,
APP001032,STU00363,CMP0064,2025-05-15,Offer Declined,3,68.7,,,
APP001033,STU00363,CMP0063,2024-11-11,Interviewed,0,49.6,,,
APP001034,STU00363,CMP0133,2025-01-29,Shortlisted,4,,,,
APP001035,STU00363,CMP0136,2025-04-25,Selected,3,40.1,5.0,2025-05-26,
APP001036,STU00363,CMP0035,2025-02-18,Interview Scheduled,4,,,,
APP001037,STU00364,CMP0037,2024-09-18,Rejected,0,,,,
APP001038,STU00364,CMP0078,2024-08-29,Selected,3,65.1,8.9,2024-11-26,
APP001039,STU00365,CMP0055,2024-09-27,Applied,0,,,,
APP001040,STU00365,CMP0052,2025-03-03,Selected,2,42.8,8.1,2025-05-05,
APP001041,STU00365,CMP0082,2024-08-28,Rejected,0,,,,
APP001042,STU00365,CMP0124,2025-01-26,Interviewed,0,61.0,,,
APP001043,STU00366,CMP0009,2024-12-20,Selected,0,83.7,8.4,2025-02-26,
APP001044,STU00366,CMP0025,2025-03-06,Offer Accepted,3,99.6,18.5,2025-04-13,2025-07-08
APP001045,STU00366,CMP0039,2025-01-10,Selected,2,94.2,18.3,2025-02-14,
APP001046,STU00367,CMP0036,2024-10-17,Selected,1,47.1,27.8,2024-12-29,
APP001047,STU00367,CMP0077,2025-05-07,Shortlisted,4,,,,
APP001048,STU00367,CMP0117,2025-04-13,Rejected,0,,,,
APP001049,STU00368,CMP0033,2025-02-08,Applied,0,,,,
APP001050,STU00368,CMP0034,2024-11-24,Rejected,0,,,,
APP001051,STU00368,CMP0123,2025-02-19,Selected,0,48.8,28.9,2025-03-28,
APP001052,STU00369,CMP0056,2024-09-16,Rejected,0,,,,
APP001053,STU00369,CMP0119,2025-04-25,Interview Scheduled,0,,,,
APP001054,STU00369,CMP0040,2025-04-20,Shortlisted,1,,,,
APP001055,STU00369,CMP0129,2025-01-20,Rejected,0,,,,
APP001056,STU00370,CMP0119,2024-10-02,Rejected,0,,,,
APP001057,STU00370,CMP0068,2024-12-27,Selected,0,56.8,22.7,2025-02-06,
APP001058,STU00370,CMP0117,2025-04-28,Rejected,0,,,,
APP001059,STU00370,CMP0077,2025-04-21,Offer Declined,1,54.4,,,
APP001060,STU00371,CMP0020,2024-10-27,Interviewed,3,84.6,,,
APP001061,STU00371,CMP0021,2025-02-02,Shortlisted,1,,,,
APP001062,STU00372,CMP0145,2025-03-04,Interview Scheduled,1,,,,
APP001063,STU00372,CMP0045,2024-11-18,Rejected,0,,,,
APP001064,STU00372,CMP0057,2024-09-08,Shortlisted,0,,,,
APP001065,STU00373,CMP0065,2024-09-06,Shortlisted,3,,,,
APP001066,STU00373,CMP0124,2024-11-30,Rejected,0,,,,
APP001067,STU00373,CMP0009,2025-02-12,Rejected,0,,,,
APP001068,STU00374,CMP0022,2024-09-24,Offer Accepted,0,67.5,19.1,2024-11-08,2025-02-23
APP001069,STU00374,CMP0005,2025-02-08,Rejected,0,,,,
APP001070,STU00375,CMP0119,2024-08-24,Shortlisted,0,,,,
APP001071,STU00375,CMP0029,2025-01-05,Interviewed,1,99.7,,,
APP001072,STU00376,CMP0027,2024-08-15,Rejected,0,,,,
APP001073,STU00377,CMP0104,2025-05-28,Offer Accepted,2,97.3,38.9,2025-08-05,2025-10-01
APP001074,STU00377,CMP0061,2024-10-18,Selected,4,81.7,14.0,2024-12-13,
APP001075,STU00377,CMP0044,2024-10-04,Interview Scheduled,3,,,,
APP001076,STU00377,CMP0112,2024-08-15,Interviewed,2,75.4,,,
APP001077,STU00377,CMP0116,2024-11-21,Selected,1,71.5,11.7,2024-12-25,
APP001078,STU00378,CMP0127,2024-11-30,Rejected,0,,,,
APP001079,STU00378,CMP0060,2024-12-12,Shortlisted,3,,,,
APP001080,STU00378,CMP0111,2025-03-31,Selected,2,89.5,34.2,2025-05-30,
APP001081,STU00379,CMP0082,2025-02-10,Interviewed,3,85.4,,,
APP001082,STU00379,CMP0143,2025-02-16,Selected,4,83.7,35.8,2025-03-19,
APP001083,STU00379,CMP0128,2025-02-16,Interviewed,3,52.6,,,
APP001084,STU00379,CMP0141,2024-10-29,Interviewed,1,51.7,,,
APP001085,STU00379,CMP0013,2024-09-08,Selected,0,79.8,5.7,2024-11-06,
APP001086,STU00379,CMP0098,2025-01-26,Selected,4,90.0,37.7,2025-03-14,
APP001087,STU00380,CMP0095,2025-01-09,Shortlisted,3,,,,
APP001088,STU00380,CMP0107,2024-11-07,Rejected,0,,,,
APP001089,STU00380,CMP0108,2024-08-13,Selected,1,60.4,15.0,2024-10-12,
APP001090,STU00381,CMP0023,2025-01-24,Selected,0,95.6,27.4,2025-03-24,
APP001091,STU00381,CMP0124,2024-08-29,Interview Scheduled,1,,,,
APP001092,STU00381,CMP0074,2025-03-27,Offer Declined,2,97.0,,,
APP001093,STU00381,CMP0104,2024-09-25,Interviewed,4,95.1,,,
APP001094,STU00381,CMP0050,2024-11-03,Offer Declined,2,55.7,,,
APP001095,STU00381,CMP0039,2025-02-24,Selected,1,84.4,31.1,2025-05-12,
APP001096,STU00382,CMP0110,2025-01-31,Interview Scheduled,4,,,,
APP001097,STU00382,CMP0128,2025-02-14,Shortlisted,0,,,,
APP001098,STU00382,CMP0070,2025-04-17,Rejected,0,,,,
APP001099,STU00382,CMP0148,2024-09-27,Shortlisted,4,,,,
APP001100,STU00382,CMP0119,2024-09-03,Shortlisted,0,,,,
APP001101,STU00383,CMP0032,2024-08-17,Offer Accepted,3,46.3,23.8,2024-10-23,2025-01-28
APP001102,STU00383,CMP0077,2024-12-08,Interviewed,2,41.4,,,
APP001103,STU00383,CMP0133,2025-04-26,Rejected,0,,,,
APP001104,STU00384,CMP0080,2024-10-24,Selected,4,93.2,22.7,2024-12-06,
APP001105,STU00384,CMP0121,2025-05-24,Rejected,0,,,,
APP001106,STU00384,CMP0034,2024-09-12,Offer Declined,3,96.5,,,
APP001107,STU00385,CMP0047,2024-11-12,Rejected,0,,,,
APP001108,STU00386,CMP0150,2025-01-25,Interviewed,1,49.7,,,
APP001109,STU00386,CMP0139,2025-03-27,Interviewed,3,42.0,,,
APP001110,STU00386,CMP0016,2024-08-26,Interviewed,1,95.2,,,
APP001111,STU00386,CMP0132,2025-05-02,Shortlisted,0,,,,
APP001112,STU00387,CMP0098,2025-01-09,Interviewed,4,40.5,,,
APP001113,STU00387,CMP0037,2024-11-11,Rejected,0,,,,
APP001114,STU00387,CMP0079,2025-04-04,Interview Scheduled,2,,,,
APP001115,STU00387,CMP0122,2024-12-07,Offer Accepted,2,59.6,5.0,2025-02-15,2025-06-01
APP001116,STU00388,CMP0143,2025-01-26,Interview Scheduled,2,,,,
APP001117,STU00388,CMP0065,2025-03-01,Interview Scheduled,1,,,,
APP001118,STU00389,CMP0018,2024-12-19,Selected,0,46.2,22.2,2025-02-11,
APP001119,STU00389,CMP0117,2025-01-24,Interview Scheduled,3,,,,
APP001120,STU00390,CMP0020,2024-10-14,Interviewed,4,98.6,,,
APP001121,STU00391,CMP0128,2025-01-31,Selected,2,80.9,19.1,2025-04-18,
APP001122,STU00391,CMP0036,2025-03-09,Interviewed,0,55.9,,,
APP001123,STU00391,CMP0015,2025-04-24,Interview Scheduled,1,,,,
APP001124,STU00391,CMP0035,2024-12-09,Offer Accepted,0,84.2,16.4,2025-02-08,2025-03-29
APP001125,STU00392,CMP0143,2024-10-11,Shortlisted,3,,,,
APP001126,STU00392,CMP0101,2024-12-23,Offer Accepted,2,99.3,15.9,2025-03-12,2025-05-08
APP001127,STU00393,CMP0056,2024-12-06,Interviewed,2,48.0,,,
APP001128,STU00394,CMP0130,2024-10-19,Shortlisted,2,,,,
APP001129,STU00394,CMP0038,2025-05-11,Interviewed,2,65.9,,,
APP001130,STU00395,CMP0051,2024-12-19,Selected,1,78.4,14.6,2025-02-26,
APP001131,STU00395,CMP0124,2025-04-03,Interview Scheduled,1,,,,
APP001132,STU00395,CMP0105,2025-05-18,Rejected,0,,,,
APP001133,STU00395,CMP0129,2025-04-30,Selected,0,61.0,39.0,2025-05-30,
APP001134,STU00395,CMP0040,2024-12-09,Rejected,0,,,,
APP001135,STU00396,CMP0071,2024-10-22,Selected,3,53.5,20.2,2024-12-07,
APP001136,STU00396,CMP0126,2025-02-25,Selected,1,59.2,34.5,2025-04-05,
APP001137,STU00396,CMP0110,2025-02-26,Shortlisted,4,,,,
APP001138,STU00397,CMP0059,2024-12-15,Offer Accepted,1,50.3,17.5,2025-02-21,2025-06-01
APP001139,STU00397,CMP0058,2025-03-29,Interviewed,3,70.7,,,
APP001140,STU00397,CMP0127,2024-10-18,Rejected,0,,,,
APP001141,STU00397,CMP0093,2024-09-15,Interview Scheduled,4,,,,
APP001142,STU00397,CMP0049,2024-12-15,Rejected,0,,,,
APP001143,STU00397,CMP0104,2024-09-29,Selected,1,91.6,24.5,2024-12-15,
APP001144,STU00398,CMP0117,2025-05-10,Shortlisted,4,,,,
APP001145,STU00398,CMP0006,2024-11-07,Selected,0,75.2,9.9,2025-01-20,
APP001146,STU00399,CMP0043,2025-04-16,Rejected,0,,,,
APP001147,STU00399,CMP0142,2024-09-15,Shortlisted,3,,,,
APP001148,STU00400,CMP0074,2025-04-18,Interviewed,3,69.0,,,
APP001149,STU00400,CMP0068,2024-10-04,Rejected,0,,,,
APP001150,STU00401,CMP0028,2025-04-24,Interviewed,3,51.2,,,
APP001151,STU00401,CMP0036,2024-08-16,Rejected,0,,,,
APP001152,STU00401,CMP0029,2024-08-07,Shortlisted,1,,,,
APP001153,STU00401,CMP0147,2025-03-28,Selected,0,72.3,7.9,2025-06-10,
APP001154,STU00402,CMP0004,2025-04-09,Interview Scheduled,2,,,,
APP001155,STU00402,CMP0149,2025-04-07,Applied,0,,,,
APP001156,STU00402,CMP0078,2024-12-16,Interviewed,3,89.6,,,
APP001157,STU00403,CMP0033,2024-09-09,Interview Scheduled,3,,,,
APP001158,STU00403,CMP0065,2025-03-07,Interviewed,2,60.4,,,
APP001159,STU00403,CMP0127,2025-03-10,Interviewed,0,97.3,,,
APP001160,STU00403,CMP0028,2024-09-26,Offer Declined,0,67.3,,,
APP001161,STU00404,CMP0147,2024-09-11,Shortlisted,0,,,,
APP001162,STU00404,CMP0097,2025-05-12,Applied,0,,,,
APP001163,STU00404,CMP0150,2025-05-06,Rejected,0,,,,
APP001164,STU00405,CMP0117,2024-11-06,Rejected,0,,,,
APP001165,STU00406,CMP0040,2025-04-04,Rejected,0,,,,
APP001166,STU00406,CMP0118,2024-11-06,Interview Scheduled,0,,,,
APP001167,STU00406,CMP0056,2025-01-31,Rejected,0,,,,
APP001168,STU00408,CMP0065,2024-12-14,Shortlisted,1,,,,
APP001169,STU00408,CMP0071,2025-03-15,Selected,1,75.0,32.7,2025-05-29,
APP001170,STU00410,CMP0054,2025-05-25,Rejected,0,,,,
APP001171,STU00410,CMP0107,2024-08-29,Shortlisted,3,,,,
APP001172,STU00410,CMP0082,2024-11-13,Shortlisted,2,,,,
APP001173,STU00411,CMP0067,2024-09-27,Interviewed,0,68.4,,,
APP001174,STU00411,CMP0112,2024-10-20,Selected,1,93.1,16.3,2024-12-10,
APP001175,STU00411,CMP0149,2024-08-27,Interview Scheduled,3,,,,
APP001176,STU00411,CMP0072,2024-12-09,Shortlisted,2,,,,
APP001177,STU00412,CMP0002,2024-11-03,Selected,4,48.7,7.2,2025-01-01,
APP001178,STU00412,CMP0043,2024-10-21,Interviewed,4,77.3,,,
APP001179,STU00412,CMP0127,2025-05-28,Selected,1,81.3,9.4,2025-06-27,
APP001180,STU00413,CMP0026,2024-08-23,Selected,4,57.3,18.8,2024-09-29,
APP001181,STU00414,CMP0147,2025-01-08,Offer Declined,4,75.3,,,
APP001182,STU00414,CMP0046,2025-03-18,Selected,4,72.1,31.2,2025-06-13,
APP001183,STU00414,CMP0107,2025-05-06,Interview Scheduled,1,,,,
APP001184,STU00415,CMP0133,2024-10-16,Interviewed,3,46.7,,,
APP001185,STU00415,CMP0143,2025-01-14,Offer Accepted,0,79.9,36.7,2025-03-30,2025-04-24
APP001186,STU00415,CMP0101,2024-12-06,Interview Scheduled,2,,,,
APP001187,STU00416,CMP0139,2025-04-02,Interviewed,4,44.6,,,
APP001188,STU00416,CMP0015,2024-11-01,Shortlisted,4,,,,
APP001189,STU00416,CMP0141,2025-04-26,Shortlisted,0,,,,
APP001190,STU00416,CMP0004,2025-02-15,Shortlisted,1,,,,
APP001191,STU00417,CMP0054,2024-09-18,Applied,0,,,,
APP001192,STU00417,CMP0137,2025-04-16,Shortlisted,0,,,,
APP001193,STU00418,CMP0050,2024-08-19,Applied,0,,,,
APP001194,STU00418,CMP0136,2025-02-11,Interviewed,3,79.1,,,
APP001195,STU00418,CMP0101,2025-04-12,Selected,2,45.9,37.4,2025-06-26,
APP001196,STU00418,CMP0086,2024-11-11,Rejected,0,,,,
APP001197,STU00419,CMP0022,2025-02-24,Applied,0,,,,
APP001198,STU00419,CMP0079,2024-12-02,Rejected,0,,,,
APP001199,STU00419,CMP0006,2024-10-10,Offer Declined,1,62.0,,,
APP001200,STU00420,CMP0112,2024-10-05,Applied,0,,,,
APP001201,STU00421,CMP0054,2024-08-30,Interviewed,2,88.4,,,
APP001202,STU00421,CMP0123,2025-01-28,Offer Accepted,1,82.3,7.9,2025-04-08,2025-07-10
APP001203,STU00421,CMP0127,2025-02-15,Selected,3,95.2,27.1,2025-03-27,
APP001204,STU00421,CMP0150,2025-02-02,Shortlisted,4,,,,
APP001205,STU00421,CMP0149,2025-05-17,Interview Scheduled,1,,,,
APP001206,STU00421,CMP0068,2025-03-29,Rejected,0,,,,
APP001207,STU00422,CMP0090,2024-12-02,Selected,3,97.4,8.6,2025-02-22,
APP001208,STU00422,CMP0031,2024-10-25,Selected,4,88.5,29.4,2024-12-13,
APP001209,STU00422,CMP0060,2024-11-02,Shortlisted,1,,,,
APP001210,STU00422,CMP0002,2025-04-17,Interviewed,0,72.4,,,
APP001211,STU00423,CMP0102,2025-01-12,Offer Declined,2,86.5,,,
APP001212,STU00423,CMP0064,2025-03-08,Rejected,0,,,,
APP001213,STU00424,CMP0109,2025-03-25,Shortlisted,0,,,,
APP001214,STU00424,CMP0082,2024-09-26,Interview Scheduled,0,,,,
APP001215,STU00424,CMP0073,2024-11-27,Rejected,0,,,,
APP001216,STU00424,CMP0012,2025-03-16,Rejected,0,,,,
APP001217,STU00424,CMP0124,2024-10-25,Selected,1,59.1,18.7,2024-12-20,
APP001218,STU00424,CMP0030,2025-01-14,Shortlisted,3,,,,
APP001219,STU00425,CMP0048,2024-12-23,Selected,2,88.1,17.5,2025-02-11,
APP001220,STU00425,CMP0018,2024-09-20,Shortlisted,1,,,,
APP001221,STU00425,CMP0098,2024-08-02,Shortlisted,2,,,,
APP001222,STU00426,CMP0053,2025-05-23,Offer Accepted,2,42.4,30.7,2025-08-17,2025-10-22
APP001223,STU00426,CMP0120,2025-04-04,Shortlisted,3,,,,
APP001224,STU00426,CMP0028,2024-09-29,Interviewed,4,45.3,,,
APP001225,STU00427,CMP0065,2024-08-22,Selected,4,48.5,39.1,2024-11-02,
APP001226,STU00428,CMP0029,2025-02-17,Shortlisted,2,,,,
APP001227,STU00428,CMP0044,2025-03-24,Selected,2,87.3,34.1,2025-05-04,
APP001228,STU00428,CMP0114,2024-10-31,Selected,3,65.9,11.8,2025-01-09,
APP001229,STU00430,CMP0146,2024-09-16,Rejected,0,,,,
APP001230,STU00430,CMP0049,2024-09-15,Selected,0,64.2,38.9,2024-12-01,
APP001231,STU00430,CMP0001,2024-10-06,Selected,0,66.0,25.6,2024-12-24,
APP001232,STU00430,CMP0142,2024-10-12,Shortlisted,3,,,,
APP001233,STU00430,CMP0075,2024-09-06,Rejected,0,,,,
APP001234,STU00430,CMP0139,2024-11-22,Selected,1,59.5,14.6,2025-01-25,
APP001235,STU00431,CMP0089,2024-10-07,Interviewed,0,61.0,,,
APP001236,STU00431,CMP0053,2025-01-18,Selected,3,69.3,27.2,2025-03-26,
APP001237,STU00431,CMP0027,2024-08-06,Offer Declined,0,50.9,,,
APP001238,STU00431,CMP0128,2025-01-05,Selected,2,46.8,5.4,2025-03-17,
APP001239,STU00431,CMP0046,2025-01-02,Interviewed,1,91.3,,,
APP001240,STU00432,CMP0137,2025-05-07,Interviewed,1,44.0,,,
APP001241,STU00432,CMP0007,2024-12-08,Shortlisted,4,,,,
APP001242,STU00433,CMP0051,2025-02-05,Interviewed,0,100.0,,,
APP001243,STU00433,CMP0126,2024-10-02,Selected,1,51.2,37.7,2024-11-22,
APP001244,STU00433,CMP0036,2024-11-18,Selected,3,55.7,39.7,2025-01-20,
APP001245,STU00434,CMP0013,2025-03-25,Selected,3,78.4,8.5,2025-05-06,
APP001246,STU00434,CMP0068,2025-02-25,Selected,4,52.3,3.1,2025-05-04,
APP001247,STU00435,CMP0120,2024-08-06,Shortlisted,4,,,,
APP001248,STU00436,CMP0021,2025-05-01,Interviewed,1,47.1,,,
APP001249,STU00436,CMP0036,2025-03-24,Interview Scheduled,1,,,,
APP001250,STU00436,CMP0094,2025-04-20,Shortlisted,0,,,,
APP001251,STU00436,CMP0117,2025-01-17,Interviewed,1,61.5,,,
APP001252,STU00436,CMP0059,2024-08-10,Rejected,0,,,,
APP001253,STU00437,CMP0096,2025-01-08,Interview Scheduled,1,,,,
APP001254,STU00437,CMP0052,2025-01-21,Interviewed,0,48.4,,,
APP001255,STU00438,CMP0021,2025-01-08,Rejected,0,,,,
APP001256,STU00438,CMP0082,2024-12-17,Interview Scheduled,0,,,,
APP001257,STU00438,CMP0063,2024-12-09,Interview Scheduled,4,,,,
APP001258,STU00439,CMP0124,2025-04-20,Applied,0,,,,
APP001259,STU00439,CMP0022,2025-04-04,Rejected,0,,,,
APP001260,STU00439,CMP0018,2025-04-29,Selected,3,99.1,28.3,2025-07-26,
APP001261,STU00440,CMP0010,2025-03-23,Interviewed,1,72.9,,,
APP001262,STU00440,CMP0068,2025-03-09,Interviewed,2,98.7,,,
APP001263,STU00440,CMP0017,2025-05-08,Offer Declined,0,83.7,,,
APP001264,STU00440,CMP0133,2024-10-11,Offer Declined,2,83.7,,,
APP001265,STU00440,CMP0105,2024-08-18,Selected,2,92.7,11.1,2024-11-12,
APP001266,STU00441,CMP0029,2024-12-28,Applied,0,,,,
APP001267,STU00441,CMP0092,2024-10-06,Applied,0,,,,
APP001268,STU00441,CMP0099,2025-01-26,Offer Declined,0,99.8,,,
APP001269,STU00441,CMP0051,2024-09-13,Interviewed,4,96.5,,,
APP001270,STU00441,CMP0107,2025-01-10,Selected,1,70.1,11.7,2025-04-08,
APP001271,STU00442,CMP0059,2025-04-15,Rejected,0,,,,
APP001272,STU00443,CMP0003,2025-05-09,Interviewed,1,51.2,,,
APP001273,STU00443,CMP0027,2024-11-11,Selected,2,88.2,28.6,2024-12-31,
APP001274,STU00443,CMP0009,2025-04-05,Rejected,0,,,,
APP001275,STU00444,CMP0120,2025-01-05,Rejected,0,,,,
APP001276,STU00444,CMP0080,2025-02-23,Selected,1,49.4,38.5,2025-05-15,
APP001277,STU00445,CMP0006,2024-12-27,Shortlisted,3,,,,
APP001278,STU00445,CMP0058,2025-04-20,Interviewed,0,70.0,,,
APP001279,STU00446,CMP0058,2024-09-10,Interviewed,2,44.7,,,
APP001280,STU00446,CMP0033,2024-12-30,Interviewed,3,99.2,,,
APP001281,STU00446,CMP0102,2025-01-05,Interviewed,1,62.8,,,
APP001282,STU00446,CMP0095,2025-04-23,Selected,2,53.6,31.7,2025-05-25,
APP001283,STU00447,CMP0026,2024-09-27,Selected,0,92.5,9.9,2024-10-30,
APP001284,STU00448,CMP0144,2025-03-19,Rejected,0,,,,
APP001285,STU00448,CMP0018,2025-02-11,Shortlisted,0,,,,
APP001286,STU00448,CMP0143,2024-11-28,Rejected,0,,,,
APP001287,STU00448,CMP0059,2025-02-21,Rejected,0,,,,
APP001288,STU00449,CMP0032,2025-02-23,Shortlisted,3,,,,
APP001289,STU00449,CMP0116,2025-03-06,Shortlisted,1,,,,
APP001290,STU00449,CMP0132,2025-05-24,Interviewed,3,76.5,,,
APP001291,STU00449,CMP0001,2025-05-10,Rejected,0,,,,
APP001292,STU00450,CMP0010,2024-12-15,Rejected,0,,,,
APP001293,STU00450,CMP0005,2025-05-03,Interview Scheduled,4,,,,
APP001294,STU00450,CMP0027,2024-10-17,Shortlisted,0,,,,
APP001295,STU00451,CMP0080,2024-10-14,Selected,1,44.6,37.8,2024-11-28,
APP001296,STU00451,CMP0001,2025-01-28,Applied,0,,,,
APP001297,STU00451,CMP0040,2025-05-21,Offer Declined,0,44.7,,,
APP001298,STU00452,CMP0019,2024-10-21,Offer Declined,0,77.8,,,
APP001299,STU00453,CMP0047,2025-05-12,Rejected,0,,,,
APP001300,STU00453,CMP0083,2024-08-05,Shortlisted,2,,,,
APP001301,STU00454,CMP0146,2025-01-29,Rejected,0,,,,
APP001302,STU00454,CMP0113,2025-01-16,Rejected,0,,,,
APP001303,STU00455,CMP0102,2025-01-13,Rejected,0,,,,
APP001304,STU00455,CMP0087,2024-10-25,Rejected,0,,,,
APP001305,STU00455,CMP0067,2025-04-29,Rejected,0,,,,
APP001306,STU00456,CMP0003,2024-12-14,Interview Scheduled,4,,,,
APP001307,STU00456,CMP0141,2024-12-31,Interviewed,4,69.0,,,
APP001308,STU00456,CMP0081,2024-11-01,Selected,4,59.9,32.7,2024-12-26,
APP001309,STU00456,CMP0149,2025-04-30,Selected,0,93.0,39.2,2025-07-08,
APP001310,STU00457,CMP0080,2025-04-02,Rejected,0,,,,
APP001311,STU00457,CMP0084,2025-05-05,Interviewed,4,40.6,,,
APP001312,STU00457,CMP0046,2024-10-19,Interview Scheduled,3,,,,
APP001313,STU00458,CMP0071,2024-12-14,Rejected,0,,,,
APP001314,STU00458,CMP0021,2024-12-16,Shortlisted,1,,,,
APP001315,STU00459,CMP0005,2025-02-20,Interviewed,4,51.9,,,
APP001316,STU00459,CMP0067,2024-10-26,Selected,2,77.0,11.9,2024-12-24,
APP001317,STU00459,CMP0132,2025-04-07,Shortlisted,1,,,,
