customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,Cluster
CUST001531,66,8,33781.69,4,4,4,12,Champions,0
CUST001532,55,7,21888.28,4,3,2,9,Loyal Customers,0
CUST001533,123,11,38340.81,3,5,4,12,Loyal Customers,3
CUST001534,237,6,21401.01,2,2,2,6,Others,1
CUST001535,289,9,47902.07,1,4,5,10,At Risk,3
CUST001536,223,6,26780.89,2,2,3,7,Cannot Lose Them,1
CUST001537,44,8,38009.54,4,4,4,12,Champions,0
CUST001538,128,7,35788.630000000005,3,3,4,10,Loyal Customers,0
CUST001539,310,3,8975.35,1,1,1,3,Lost,2
CUST001540,272,3,27437.879999999997,1,1,3,5,Cannot Lose Them,1
CUST001541,144,8,42828.48,3,4,5,12,Loyal Customers,0
CUST001542,35,7,47006.4,5,3,5,13,Loyal Customers,0
CUST001543,164,4,11000.92,2,1,1,4,Others,1
CUST001544,159,5,17033.18,2,1,1,4,Others,1
CUST001545,179,5,25644.33,2,1,3,6,Cannot Lose Them,1
CUST001546,96,1,4308.25,3,1,1,5,Others,1
CUST001547,228,5,34841.490000000005,2,1,4,7,Cannot Lose Them,0
CUST001548,18,12,44530.24,5,5,5,15,Champions,3
CUST001549,47,4,10900.92,4,1,1,6,New Customers,1
CUST001550,106,7,31853.62,3,3,3,9,Loyal Customers,0
CUST001551,229,6,21782.21,2,2,2,6,Others,1
CUST001552,446,6,14254.43,1,2,1,4,Lost,2
CUST001553,122,9,57215.84,3,4,5,12,Loyal Customers,3
CUST001554,384,11,51844.76,1,5,5,11,At Risk,3
CUST001555,234,5,31430.43,2,1,3,6,Cannot Lose Them,1
CUST001556,84,8,39899.57,3,4,4,11,Loyal Customers,0
CUST001557,41,7,28261.22,4,3,3,10,Loyal Customers,0
CUST001558,15,9,22870.97,5,4,2,11,Loyal Customers,0
CUST001559,116,6,37056.39,3,2,4,9,Potential Loyalists,0
CUST001560,97,7,23298.21,3,3,2,8,Loyal Customers,0
CUST001561,165,7,22801.989999999998,2,3,2,7,At Risk,0
CUST001562,53,8,38284.55,4,4,4,12,Champions,0
CUST001563,111,11,47402.649999999994,3,5,5,13,Loyal Customers,3
CUST001564,53,4,13692.4,4,1,1,6,New Customers,1
CUST001565,219,10,31879.920000000002,2,5,3,10,At Risk,0
CUST001566,188,9,41630.33,2,4,4,10,At Risk,0
CUST001567,164,9,41800.66,2,4,4,10,At Risk,0
CUST001568,29,6,37492.84,5,2,4,11,New Customers,0
CUST001569,34,4,11848.75,5,1,1,7,New Customers,1
CUST001570,89,6,16269.33,3,2,1,6,Others,1
CUST001571,84,5,14751.43,3,1,1,5,Others,1
CUST001572,258,3,13350.689999999999,2,1,1,4,Others,1
CUST001573,14,5,36936.39,5,1,4,10,New Customers,0
CUST001574,78,9,30667.9,4,4,3,11,Loyal Customers,0
CUST001575,177,7,21542.96,2,3,2,7,At Risk,0
CUST001576,509,5,16855.36,1,1,1,3,Lost,2
CUST001577,390,5,21085.62,1,1,2,4,Lost,2
CUST001578,84,5,28070.55,3,1,3,7,Potential Loyalists,1
CUST001579,288,5,19361.68,1,1,2,4,Lost,1
CUST001580,239,6,30572.86,2,2,3,7,Cannot Lose Them,0
CUST001581,78,7,33238.22,4,3,4,11,Loyal Customers,0
CUST001582,130,9,28711.690000000002,3,4,3,10,Loyal Customers,0
CUST001583,175,4,15393.449999999999,2,1,1,4,Others,1
CUST001584,216,4,27708.79,2,1,3,6,Cannot Lose Them,1
CUST001585,18,12,47107.82,5,5,5,15,Champions,3
CUST001586,797,1,11389.95,1,1,1,3,Lost,2
CUST001587,38,6,31454.43,4,2,3,9,New Customers,0
CUST001588,373,7,24753.74,1,3,2,6,At Risk,2
CUST001589,37,11,48545.31,4,5,5,14,Champions,3
CUST001590,303,3,5655.219999999999,1,1,1,3,Lost,2
CUST001591,44,12,59690.7,4,5,5,14,Champions,3
CUST001592,51,8,26254.14,4,4,3,11,Loyal Customers,0
CUST001593,16,6,13057.51,5,2,1,8,New Customers,1
CUST001594,32,7,24534.07,5,3,2,10,Loyal Customers,0
CUST001595,163,7,34282.08,2,3,4,9,At Risk,0
CUST001596,51,8,42431.58,4,4,5,13,Champions,0
CUST001597,170,1,14915.8,2,1,1,4,Others,1
CUST001598,718,3,12585.35,1,1,1,3,Lost,2
CUST001599,32,13,56317.22,5,5,5,15,Champions,3
CUST001600,127,7,30604.530000000002,3,3,3,9,Loyal Customers,0
CUST001601,78,6,14078.8,4,2,1,7,New Customers,1
CUST001602,42,9,31701.52,4,4,3,11,Loyal Customers,0
CUST001603,46,8,32056.26,4,4,3,11,Loyal Customers,0
CUST001604,131,5,21513.88,3,1,2,6,Others,1
CUST001605,78,7,41017.19,4,3,4,11,Loyal Customers,0
CUST001606,365,8,31111.42,1,4,3,8,At Risk,0
CUST001607,354,7,30570.59,1,3,3,7,At Risk,2
CUST001608,127,10,23923.97,3,5,2,10,Loyal Customers,0
CUST001609,212,4,24470.47,2,1,2,5,Others,1
CUST001610,72,5,29016.7,4,1,3,8,New Customers,1
CUST001611,96,11,38117.61,3,5,4,12,Loyal Customers,3
CUST001612,129,7,43845.21,3,3,5,11,Loyal Customers,0
CUST001613,145,6,18297.32,3,2,2,7,Others,1
CUST001614,6,11,47742.11,5,5,5,15,Champions,3
CUST001615,100,9,64401.240000000005,3,4,5,12,Loyal Customers,3
CUST001616,49,14,69703.06999999999,4,5,5,14,Champions,3
CUST001617,317,5,23172.65,1,1,2,4,Lost,2
CUST001618,34,10,38076.51,5,5,4,14,Champions,0
CUST001619,11,8,30887.05,5,4,3,12,Loyal Customers,0
CUST001620,97,7,21659.0,3,3,2,8,Loyal Customers,0
CUST001621,148,4,14422.130000000001,3,1,1,5,Others,1
CUST001622,78,11,37559.43,4,5,4,13,Champions,3
CUST001623,60,9,55548.12,4,4,5,13,Champions,3
CUST001624,11,7,18848.11,5,3,2,10,Loyal Customers,1
CUST001625,18,8,50859.979999999996,5,4,5,14,Champions,3
CUST001626,300,8,22341.16,1,4,2,7,At Risk,0
CUST001627,190,8,32239.7,2,4,3,9,At Risk,0
CUST001628,110,15,51667.62,3,5,5,13,Loyal Customers,3
CUST001629,65,7,36546.44,4,3,4,11,Loyal Customers,0
CUST001630,209,7,17417.17,2,3,1,6,At Risk,1
CUST001631,131,7,27276.12,3,3,3,9,Loyal Customers,0
CUST001632,117,9,26818.12,3,4,3,10,Loyal Customers,0
CUST001633,28,6,24680.84,5,2,2,9,New Customers,1
CUST001634,208,6,13285.89,2,2,1,5,Others,1
CUST001635,1,8,39117.68,5,4,4,13,Champions,0
CUST001636,53,7,12041.73,4,3,1,8,Loyal Customers,1
CUST001637,153,6,25263.93,2,2,3,7,Cannot Lose Them,1
CUST001638,144,6,28102.09,3,2,3,8,Potential Loyalists,0
CUST001639,64,9,26245.74,4,4,3,11,Loyal Customers,0
CUST001640,542,4,11818.28,1,1,1,3,Lost,2
CUST001641,263,5,14212.4,1,1,1,3,Lost,1
CUST001642,64,7,31358.3,4,3,3,10,Loyal Customers,0
CUST001643,241,3,21792.41,2,1,2,5,Others,1
CUST001644,104,5,21068.9,3,1,2,6,Others,1
CUST001645,146,5,31162.989999999998,3,1,3,7,Potential Loyalists,1
CUST001646,96,5,33743.659999999996,3,1,4,8,Potential Loyalists,0
CUST001647,89,9,52694.63,3,4,5,12,Loyal Customers,3
CUST001648,212,7,22798.82,2,3,2,7,At Risk,0
CUST001649,24,3,16869.12,5,1,1,7,New Customers,1
CUST001650,285,6,24281.309999999998,1,2,2,5,Lost,1
CUST001651,16,13,51117.13,5,5,5,15,Champions,3
CUST001652,81,11,40041.04,4,5,4,13,Champions,3
CUST001653,230,7,35233.28,2,3,4,9,At Risk,0
CUST001654,175,10,47925.82,2,5,5,12,At Risk,3
CUST001655,67,8,19027.56,4,4,2,10,Loyal Customers,0
CUST001656,27,6,9915.380000000001,5,2,1,8,New Customers,1
CUST001657,165,10,54997.18,2,5,5,12,At Risk,3
CUST001658,24,10,51201.68,5,5,5,15,Champions,3
CUST001659,398,4,13378.09,1,1,1,3,Lost,2
CUST001660,38,7,47277.26,4,3,5,12,Loyal Customers,0
CUST001661,89,4,14334.53,3,1,1,5,Others,1
CUST001662,60,7,38993.7,4,3,4,11,Loyal Customers,0
CUST001663,118,6,28627.69,3,2,3,8,Potential Loyalists,0
CUST001664,560,3,18051.23,1,1,2,4,Lost,2
CUST001665,172,3,15072.359999999999,2,1,1,4,Others,1
CUST001666,7,10,29317.71,5,5,3,13,Loyal Customers,0
CUST001667,222,8,31082.92,2,4,3,9,At Risk,0
CUST001668,83,9,30603.44,4,4,3,11,Loyal Customers,0
CUST001669,236,12,61534.14,2,5,5,12,At Risk,3
CUST001670,44,7,48988.42,4,3,5,12,Loyal Customers,0
CUST001671,521,6,50345.51,1,2,5,8,Cannot Lose Them,2
CUST001672,367,5,15704.2,1,1,1,3,Lost,2
CUST001673,56,6,22651.52,4,2,2,8,New Customers,1
CUST001674,644,3,22445.989999999998,1,1,2,4,Lost,2
CUST001675,261,5,16658.72,2,1,1,4,Others,1
CUST001676,86,5,21227.54,3,1,2,6,Others,1
CUST001677,211,4,26453.510000000002,2,1,3,6,Cannot Lose Them,1
CUST001678,140,8,33346.58,3,4,4,11,Loyal Customers,0
CUST001679,444,6,29370.8,1,2,3,6,Cannot Lose Them,2
CUST001680,76,5,26309.93,4,1,3,8,New Customers,1
CUST001681,32,8,30748.62,5,4,3,12,Loyal Customers,0
CUST001682,109,13,60887.98,3,5,5,13,Loyal Customers,3
CUST001683,36,5,35768.01,5,1,4,10,New Customers,0
CUST001684,250,8,48443.21,2,4,5,11,At Risk,0
CUST001685,171,5,25096.6,2,1,2,5,Others,1
CUST001686,85,13,82855.64,3,5,5,13,Loyal Customers,3
CUST001687,177,3,5103.32,2,1,1,4,Others,1
CUST001688,23,9,37756.33,5,4,4,13,Champions,0
CUST001689,97,8,39521.97,3,4,4,11,Loyal Customers,0
CUST001690,324,5,35972.68,1,1,4,6,Cannot Lose Them,2
CUST001691,327,3,22369.1,1,1,2,4,Lost,2
CUST001692,79,9,37222.92,4,4,4,12,Champions,0
CUST001693,259,3,28971.84,2,1,3,6,Cannot Lose Them,1
CUST001694,167,6,21437.98,2,2,2,6,Others,1
CUST001695,185,4,25813.56,2,1,3,6,Cannot Lose Them,1
CUST001696,28,9,24387.51,5,4,2,11,Loyal Customers,0
CUST001697,30,7,19526.62,5,3,2,10,Loyal Customers,1
CUST001698,125,4,14465.66,3,1,1,5,Others,1
CUST001699,43,8,41050.3,4,4,4,12,Champions,0
CUST001700,62,14,51265.72,4,5,5,14,Champions,3
CUST001701,111,8,32348.02,3,4,3,10,Loyal Customers,0
CUST001702,5,5,25578.82,5,1,3,9,New Customers,1
CUST001703,243,8,30256.059999999998,2,4,3,9,At Risk,0
CUST001704,33,4,21538.78,5,1,2,8,New Customers,1
CUST001705,284,7,36194.39,1,3,4,8,At Risk,0
CUST001706,768,3,17171.780000000002,1,1,1,3,Lost,2
CUST001707,87,4,7498.46,3,1,1,5,Others,1
CUST001708,134,5,25159.4,3,1,2,6,Others,1
CUST001709,416,8,29846.440000000002,1,4,3,8,At Risk,2
CUST001710,265,7,35726.0,1,3,4,8,At Risk,0
CUST001711,501,4,25179.08,1,1,2,4,Lost,2
CUST001712,153,8,37253.58,2,4,4,10,At Risk,0
CUST001713,241,4,22174.53,2,1,2,5,Others,1
CUST001714,478,7,28501.480000000003,1,3,3,7,At Risk,2
CUST001715,14,6,31301.739999999998,5,2,3,10,New Customers,0
CUST001716,65,5,10423.09,4,1,1,6,New Customers,1
CUST001717,72,6,21169.54,4,2,2,8,New Customers,1
CUST001718,204,7,17722.03,2,3,2,7,At Risk,1
CUST001719,137,7,30387.04,3,3,3,9,Loyal Customers,0
CUST001720,335,7,27111.7,1,3,3,7,At Risk,2
CUST001721,150,6,18521.42,3,2,2,7,Others,1
CUST001722,215,3,21252.65,2,1,2,5,Others,1
CUST001723,20,11,66893.81999999999,5,5,5,15,Champions,3
CUST001724,147,9,32184.93,3,4,3,10,Loyal Customers,0
CUST001725,7,10,39325.1,5,5,4,14,Champions,3
CUST001726,16,6,20907.48,5,2,2,9,New Customers,1
CUST001727,56,6,22787.2,4,2,2,8,New Customers,1
CUST001728,1,9,43117.84,5,4,5,14,Champions,3
CUST001729,103,9,44010.46,3,4,5,12,Loyal Customers,0
CUST001730,17,4,15246.09,5,1,1,7,New Customers,1
CUST001731,754,4,18916.03,1,1,2,4,Lost,2
CUST001732,28,4,10843.880000000001,5,1,1,7,New Customers,1
CUST001733,35,8,28500.75,5,4,3,12,Loyal Customers,0
CUST001734,31,10,38074.08,5,5,4,14,Champions,3
CUST001735,38,3,20181.0,4,1,2,7,New Customers,1
CUST001736,147,16,76577.4,3,5,5,13,Loyal Customers,3
CUST001737,249,6,14300.310000000001,2,2,1,5,Others,1
CUST001738,47,11,55186.48,4,5,5,14,Champions,3
CUST001739,81,7,49450.37,4,3,5,12,Loyal Customers,0
CUST001740,96,4,13806.43,3,1,1,5,Others,1
CUST001741,302,3,11092.32,1,1,1,3,Lost,2
CUST001742,23,4,17766.71,5,1,2,8,New Customers,1
CUST001743,40,4,20214.760000000002,4,1,2,7,New Customers,1
CUST001744,396,7,18361.97,1,3,2,6,At Risk,2
CUST001745,6,4,23058.82,5,1,2,8,New Customers,1
CUST001746,86,5,25456.5,3,1,3,7,Potential Loyalists,1
CUST001747,164,5,27855.56,2,1,3,6,Cannot Lose Them,1
CUST001748,111,8,31366.6,3,4,3,10,Loyal Customers,0
CUST001749,18,6,21631.37,5,2,2,9,New Customers,1
CUST001750,174,4,16021.59,2,1,1,4,Others,1
CUST001751,195,7,27068.739999999998,2,3,3,8,At Risk,0
CUST001752,18,6,29371.829999999998,5,2,3,10,New Customers,0
CUST001753,625,7,27688.17,1,3,3,7,At Risk,2
CUST001754,212,7,18044.32,2,3,2,7,At Risk,1
CUST001755,196,7,18314.12,2,3,2,7,At Risk,1
CUST001756,27,7,37735.88,5,3,4,12,Loyal Customers,0
CUST001757,204,6,21168.41,2,2,2,6,Others,1
CUST001758,113,7,33520.11,3,3,4,10,Loyal Customers,0
CUST001759,55,6,18495.170000000002,4,2,2,8,New Customers,1
CUST001760,9,4,18198.760000000002,5,1,2,8,New Customers,1
CUST001761,19,6,17802.41,5,2,2,9,New Customers,1
CUST001762,126,8,50611.21,3,4,5,12,Loyal Customers,3
CUST001763,17,3,11768.13,5,1,1,7,New Customers,1
CUST001764,1,8,44553.34,5,4,5,14,Champions,0
CUST001765,74,12,45854.8,4,5,5,14,Champions,3
CUST001766,36,5,16499.65,5,1,1,7,New Customers,1
CUST001767,72,14,58281.16,4,5,5,14,Champions,3
CUST001768,457,3,8444.79,1,1,1,3,Lost,2
CUST001769,41,6,26351.11,4,2,3,9,New Customers,1
CUST001770,154,11,57373.54,2,5,5,12,At Risk,3
CUST001771,21,7,40985.46,5,3,4,12,Loyal Customers,0
CUST001772,18,8,42054.25,5,4,4,13,Champions,0
CUST001773,33,10,33500.24,5,5,4,14,Champions,0
CUST001774,82,9,41747.58,4,4,4,12,Champions,0
CUST001775,20,9,36200.81,5,4,4,13,Champions,0
CUST001776,451,4,21098.87,1,1,2,4,Lost,2
CUST001777,262,3,17001.69,1,1,1,3,Lost,1
CUST001778,36,8,49280.130000000005,5,4,5,14,Champions,3
CUST001779,112,11,52751.13,3,5,5,13,Loyal Customers,3
CUST001780,71,5,21635.73,4,1,2,7,New Customers,1
CUST001781,222,3,15709.15,2,1,1,4,Others,1
CUST001782,218,3,9571.66,2,1,1,4,Others,1
CUST001783,5,8,47781.21,5,4,5,14,Champions,0
CUST001784,42,10,42100.97,4,5,4,13,Champions,3
CUST001785,29,10,52597.17,5,5,5,15,Champions,3
CUST001786,183,5,7439.44,2,1,1,4,Others,1
CUST001787,248,6,24206.9,2,2,2,6,Others,1
CUST001788,46,11,55951.93,4,5,5,14,Champions,3
CUST001789,41,3,14517.92,4,1,1,6,New Customers,1
CUST001790,9,11,51075.92,5,5,5,15,Champions,3
CUST001791,28,8,35597.95,5,4,4,13,Champions,0
CUST001792,22,15,83208.23,5,5,5,15,Champions,3
CUST001793,41,9,43682.87,4,4,5,13,Champions,3
CUST001794,21,7,33467.96,5,3,4,12,Loyal Customers,0
CUST001795,71,4,9323.6,4,1,1,6,New Customers,1
CUST001796,47,9,50501.29,4,4,5,13,Champions,3
CUST001797,86,7,36524.87,3,3,4,10,Loyal Customers,0
CUST001798,37,6,35120.12,4,2,4,10,New Customers,0
CUST001799,61,8,28816.82,4,4,3,11,Loyal Customers,0
CUST001800,86,8,42241.08,3,4,4,11,Loyal Customers,0
CUST001801,118,7,45274.9,3,3,5,11,Loyal Customers,0
CUST001802,247,6,22241.93,2,2,2,6,Others,1
CUST001803,380,8,38232.340000000004,1,4,4,9,At Risk,0
CUST001804,69,8,42077.32,4,4,4,12,Champions,0
CUST001805,17,10,27509.16,5,5,3,13,Loyal Customers,0
CUST001806,65,7,24331.85,4,3,2,9,Loyal Customers,0
CUST001807,47,6,27084.260000000002,4,2,3,9,New Customers,0
CUST001808,140,8,36094.229999999996,3,4,4,11,Loyal Customers,0
CUST001809,101,9,48969.36,3,4,5,12,Loyal Customers,3
CUST001810,86,4,10013.64,3,1,1,5,Others,1
CUST001811,69,9,50859.24,4,4,5,13,Champions,3
CUST001812,124,10,61046.899999999994,3,5,5,13,Loyal Customers,3
CUST001813,15,8,53421.67,5,4,5,14,Champions,3
CUST001814,230,4,15951.27,2,1,1,4,Others,1
CUST001815,36,9,36143.75,5,4,4,13,Champions,0
CUST001816,290,6,15807.26,1,2,1,4,Lost,1
CUST001817,13,10,46915.14,5,5,5,15,Champions,3
CUST001818,14,8,38948.119999999995,5,4,4,13,Champions,0
CUST001819,178,4,14593.64,2,1,1,4,Others,1
CUST001820,98,9,35302.31,3,4,4,11,Loyal Customers,0
CUST001821,104,7,38878.479999999996,3,3,4,10,Loyal Customers,0
CUST001822,168,3,8307.57,2,1,1,4,Others,1
CUST001823,85,7,34334.17,3,3,4,10,Loyal Customers,0
CUST001824,2,9,70434.98,5,4,5,14,Champions,3
CUST001825,30,6,32841.08,5,2,4,11,New Customers,0
CUST001826,8,7,43407.36,5,3,5,13,Loyal Customers,0
CUST001827,334,2,8366.94,1,1,1,3,Lost,2
CUST001828,289,9,55680.509999999995,1,4,5,10,At Risk,3
CUST001829,59,12,69999.87,4,5,5,14,Champions,3
CUST001830,221,9,22829.07,2,4,2,8,At Risk,0
CUST001831,109,5,31436.66,3,1,3,7,Potential Loyalists,1
CUST001832,30,8,44930.9,5,4,5,14,Champions,0
CUST001833,38,12,58514.72,4,5,5,14,Champions,3
CUST001834,265,10,36695.399999999994,1,5,4,10,At Risk,0
CUST001835,182,7,36794.090000000004,2,3,4,9,At Risk,0
CUST001836,120,6,18737.25,3,2,2,7,Others,1
CUST001837,65,12,40973.1,4,5,4,13,Champions,3
CUST001838,184,7,34128.27,2,3,4,9,At Risk,0
CUST001839,238,14,28987.27,2,5,3,10,At Risk,3
CUST001840,132,6,21103.62,3,2,2,7,Others,1
CUST001841,11,5,9665.8,5,1,1,7,New Customers,1
CUST001842,881,4,24651.190000000002,1,1,2,4,Lost,2
CUST001843,32,12,62390.03,5,5,5,15,Champions,3
CUST001844,429,5,15690.0,1,1,1,3,Lost,2
CUST001845,33,5,34021.13,5,1,4,10,New Customers,0
CUST001846,23,6,25460.98,5,2,3,10,New Customers,1
CUST001847,134,5,28849.369999999995,3,1,3,7,Potential Loyalists,1
CUST001848,368,6,23255.18,1,2,2,5,Lost,2
CUST001849,375,5,12156.75,1,1,1,3,Lost,2
CUST001850,178,6,28421.510000000002,2,2,3,7,Cannot Lose Them,0
CUST001851,58,3,18596.61,4,1,2,7,New Customers,1
CUST001852,348,10,42133.9,1,5,4,10,At Risk,3
CUST001853,236,8,25942.89,2,4,3,9,At Risk,0
CUST001854,274,5,20566.54,1,1,2,4,Lost,1
CUST001855,151,7,28940.02,2,3,3,8,At Risk,0
CUST001856,13,4,14077.89,5,1,1,7,New Customers,1
CUST001857,2,6,19324.32,5,2,2,9,New Customers,1
CUST001858,133,7,49029.84,3,3,5,11,Loyal Customers,0
CUST001859,332,5,19866.15,1,1,2,4,Lost,2
CUST001860,9,11,39501.28,5,5,4,14,Champions,3
CUST001861,63,9,47515.54,4,4,5,13,Champions,3
CUST001862,250,3,11858.079999999998,2,1,1,4,Others,1
CUST001863,350,4,22862.84,1,1,2,4,Lost,2
CUST001864,74,5,20538.22,4,1,2,7,New Customers,1
CUST001865,157,8,51152.44,2,4,5,11,At Risk,3
CUST001866,238,2,5774.4,2,1,1,4,Others,1
CUST001867,225,5,10250.54,2,1,1,4,Others,1
CUST001868,58,10,53754.020000000004,4,5,5,14,Champions,3
CUST001869,37,5,21352.57,4,1,2,7,New Customers,1
CUST001870,126,6,27557.559999999998,3,2,3,8,Potential Loyalists,0
CUST001871,125,9,38847.5,3,4,4,11,Loyal Customers,0
CUST001872,357,6,26846.8,1,2,3,6,Cannot Lose Them,2
CUST001873,121,10,53549.44,3,5,5,13,Loyal Customers,3
CUST001874,88,10,40335.92,3,5,4,12,Loyal Customers,3
CUST001875,144,7,20273.09,3,3,2,8,Loyal Customers,1
CUST001876,188,11,48067.64,2,5,5,12,At Risk,3
CUST001877,33,8,39978.55,5,4,4,13,Champions,0
CUST001878,95,5,11326.62,3,1,1,5,Others,1
CUST001879,163,6,25765.25,2,2,3,7,Cannot Lose Them,1
CUST001880,130,8,27880.97,3,4,3,10,Loyal Customers,0
CUST001881,244,5,29099.37,2,1,3,6,Cannot Lose Them,1
CUST001882,108,5,17991.9,3,1,2,6,Others,1
CUST001883,50,6,19469.7,4,2,2,8,New Customers,1
CUST001884,3,11,36112.869999999995,5,5,4,14,Champions,3
CUST001885,121,7,20841.79,3,3,2,8,Loyal Customers,1
CUST001886,38,8,15424.94,4,4,1,9,Loyal Customers,0
CUST001887,502,4,14534.970000000001,1,1,1,3,Lost,2
CUST001888,335,2,14294.199999999999,1,1,1,3,Lost,2
CUST001889,130,6,11561.75,3,2,1,6,Others,1
CUST001890,265,11,46200.700000000004,1,5,5,11,At Risk,3
CUST001891,88,8,35894.25,3,4,4,11,Loyal Customers,0
CUST001892,36,5,12639.46,5,1,1,7,New Customers,1
CUST001893,115,4,16815.62,3,1,1,5,Others,1
CUST001894,58,7,34752.17,4,3,4,11,Loyal Customers,0
CUST001895,221,7,31676.83,2,3,3,8,At Risk,0
CUST001896,244,5,31112.73,2,1,3,6,Cannot Lose Them,1
CUST001897,244,7,26597.16,2,3,3,8,At Risk,0
CUST001898,105,12,51857.17,3,5,5,13,Loyal Customers,3
CUST001899,76,7,54103.74,4,3,5,12,Loyal Customers,3
CUST001900,525,4,12947.68,1,1,1,3,Lost,2
CUST001901,50,13,49552.63,4,5,5,14,Champions,3
CUST001902,103,13,42376.36,3,5,5,13,Loyal Customers,3
CUST001903,273,7,21145.71,1,3,2,6,At Risk,1
CUST001904,153,10,26912.83,2,5,3,10,At Risk,0
CUST001905,8,15,85615.54,5,5,5,15,Champions,3
CUST001906,139,9,32336.07,3,4,3,10,Loyal Customers,0
CUST001907,508,6,23099.42,1,2,2,5,Lost,2
CUST001908,192,5,24258.23,2,1,2,5,Others,1
CUST001909,37,14,80949.47,4,5,5,14,Champions,3
CUST001910,49,11,50677.61,4,5,5,14,Champions,3
CUST001911,421,7,34413.22,1,3,4,8,At Risk,2
CUST001912,203,8,39837.65,2,4,4,10,At Risk,0
CUST001913,187,6,26083.32,2,2,3,7,Cannot Lose Them,1
CUST001914,84,8,55834.78999999999,3,4,5,12,Loyal Customers,3
CUST001915,308,4,26666.26,1,1,3,5,Cannot Lose Them,2
CUST001916,74,6,33726.98,4,2,4,10,New Customers,0
CUST001917,36,10,56989.15,5,5,5,15,Champions,3
CUST001918,72,3,23312.05,4,1,2,7,New Customers,1
CUST001919,9,13,56536.200000000004,5,5,5,15,Champions,3
CUST001920,82,14,58655.6,4,5,5,14,Champions,3
CUST001921,823,3,16818.3,1,1,1,3,Lost,2
CUST001922,277,7,41573.27,1,3,4,8,At Risk,0
CUST001923,35,8,40123.75,5,4,4,13,Champions,0
CUST001924,52,6,34001.43,4,2,4,10,New Customers,0
CUST001925,172,7,46896.48,2,3,5,10,At Risk,0
CUST001926,320,1,2220.46,1,1,1,3,Lost,2
CUST001927,22,10,40392.4,5,5,4,14,Champions,3
CUST001928,181,6,19608.09,2,2,2,6,Others,1
CUST001929,21,7,23625.989999999998,5,3,2,10,Loyal Customers,0
CUST001930,94,5,22619.02,3,1,2,6,Others,1
CUST001931,388,5,26466.440000000002,1,1,3,5,Cannot Lose Them,2
CUST001932,86,6,41149.57,3,2,4,9,Potential Loyalists,0
CUST001933,64,6,44822.98,4,2,5,11,New Customers,0
CUST001934,127,6,34781.41,3,2,4,9,Potential Loyalists,0
CUST001935,349,5,14035.49,1,1,1,3,Lost,2
CUST001936,141,11,44967.85,3,5,5,13,Loyal Customers,3
CUST001937,68,10,34811.43,4,5,4,13,Champions,0
CUST001938,442,7,20328.85,1,3,2,6,At Risk,2
CUST001939,493,5,24697.19,1,1,2,4,Lost,2
CUST001940,114,3,21643.77,3,1,2,6,Others,1
CUST001941,303,4,18527.18,1,1,2,4,Lost,2
CUST001942,162,6,18985.22,2,2,2,6,Others,1
CUST001943,126,9,60746.630000000005,3,4,5,12,Loyal Customers,3
CUST001944,343,5,26007.129999999997,1,1,3,5,Cannot Lose Them,2
CUST001945,351,4,17898.84,1,1,2,4,Lost,2
CUST001946,123,4,29660.64,3,1,3,7,Potential Loyalists,1
CUST001947,16,5,14857.7,5,1,1,7,New Customers,1
CUST001948,70,6,21788.010000000002,4,2,2,8,New Customers,1
CUST001949,53,9,23670.29,4,4,2,10,Loyal Customers,0
CUST001950,158,9,37263.81,2,4,4,10,At Risk,0
CUST001951,151,4,16252.75,2,1,1,4,Others,1
CUST001952,2,11,26935.41,5,5,3,13,Loyal Customers,0
CUST001953,97,5,7231.72,3,1,1,5,Others,1
CUST001954,26,7,16752.07,5,3,1,9,Loyal Customers,1
CUST001955,24,6,20288.09,5,2,2,9,New Customers,1
CUST001956,208,6,14290.71,2,2,1,5,Others,1
CUST001957,231,11,35811.19,2,5,4,11,At Risk,3
CUST001958,233,8,42855.01,2,4,5,11,At Risk,0
CUST001959,248,7,18632.62,2,3,2,7,At Risk,1
CUST001960,60,8,24905.0,4,4,2,10,Loyal Customers,0
CUST001961,272,2,6078.5199999999995,1,1,1,3,Lost,1
CUST001962,243,8,27368.129999999997,2,4,3,9,At Risk,0
CUST001963,56,9,71182.38,4,4,5,13,Champions,3
CUST001964,279,4,9603.02,1,1,1,3,Lost,1
CUST001965,31,9,34826.53,5,4,4,13,Champions,0
CUST001966,276,4,15238.919999999998,1,1,1,3,Lost,1
CUST001967,14,6,27081.98,5,2,3,10,New Customers,0
CUST001968,353,4,18632.49,1,1,2,4,Lost,2
CUST001969,144,11,91861.70999999999,3,5,5,13,Loyal Customers,3
CUST001970,170,8,23742.13,2,4,2,8,At Risk,0
CUST001971,44,8,22015.239999999998,4,4,2,10,Loyal Customers,0
CUST001972,271,5,26366.95,1,1,3,5,Cannot Lose Them,1
CUST001973,16,4,19733.1,5,1,2,8,New Customers,1
CUST001974,23,7,47568.7,5,3,5,13,Loyal Customers,0
CUST001975,61,5,20370.71,4,1,2,7,New Customers,1
CUST001976,91,5,9275.52,3,1,1,5,Others,1
CUST001977,23,4,16846.29,5,1,1,7,New Customers,1
CUST001978,150,9,37381.5,3,4,4,11,Loyal Customers,0
CUST001979,116,8,34969.83,3,4,4,11,Loyal Customers,0
CUST001980,47,12,61791.99,4,5,5,14,Champions,3
